name,Economic Activity,Emission value,total_emission_mt,categories,confidence,num_categories
Hydroxypropyl Cyclodextrin,plant starch derivative,-0.157539867,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Rapeseed and Mustard, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,21
Hydroxypropyltrimonium Hyaluronate,synthetic derivative,0.1594566896251435,0.318913379,"Enteric Fermentation, Natural Gas and its derivatives",medium,2
Ifra Certified Fragrance,synthetic fragrance compound,0.034685379,0.10405613613704343,"Chemicals & fertilisers, Petroleum, Industries",high,3
Imperata Cylindrica Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Iron Oxides,mineral pigment,0.6097483766233767,1.82924513,"Cement Production, Machinery, Pulp, Paper and Print",medium,3
Isoceteth-20,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Isodecyl Neopentanoate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Isodecyl Salicylate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Isohexadecane,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Isoleucine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Isononyl Isononanoate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Isosorbide Dicaprylate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Juniperus Communis Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Kaolin,mineral clay,0,0,Machinery,medium,1
Kojic Acid,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Lactic Acid,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Lactobacillus/Acerola Cherry Ferment,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactobacillus/Collagen/Mesembryanthemum Crystallinum Leaf Extract Ferment Lysate,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactobacillus Ferment,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactobacillus Ferment Lysate,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactobacillus/Punica Granatum Fruit Ferment Extract,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactobacillus/Soybean Ferment Extract,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactococcus Ferment,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Lactococcus Ferment Lysate,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Laminaria Saccharina Extract,marine algae,0.009186213,0.055117278,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Machinery",medium,6
Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein,plant protein derivative,0.059196624,2.4270615957990365,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Fish processing, Rainfed Drought Prone, Rainfed Flood Prone , Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Food Processing, Beverages and Tobacco, Pulp, Paper and Print, Natural Gas and its derivatives",medium,41
Laureth-7,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Laureth-9,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Lauric Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Lavandula Angustifolia Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Lecithin,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Lens Esculenta Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Leuconostoc/Radish Root Ferment Filtrate,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Limnanthes Alba Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Limonene,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Linalool,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Linoleamidopropyl Pg-Dimonium Chloride Phosphate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Linoleic Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Linolenic Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Lonicera Caprifolium Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Lonicera Caprifolium Flower Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Lonicera Japonica Flower Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Luteolin,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Macadamia Ternifolia Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Magnesium Aluminum Silicate,mineral clay,0,0,Machinery,medium,1
Magnesium Chloride,mineral salt,0,0,Machinery,medium,1
Magnesium Sulfate,mineral salt,0,0,Machinery,medium,1
Maleated Soybean Oil Glyceryl/Octyldodecanol Esters,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Malic Acid,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Maltodextrin,plant starch derivative,-0.157539867,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Rapeseed and Mustard, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,21
Maltose,plant sugar derivative,-0.150332626,-3.307317769,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,22
Mandelic Acid,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Mannitol,plant sugar derivative,-0.150332626,-3.307317769,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,22
Maris Aqua,seawater,0.091063333,0.18212666666666663,"Waste, Deep Water ",medium,2
Melaleuca Alternifolia Leaf Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Melia Azadirachta Flower Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Melia Azadirachta Leaf Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Menthol,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Menthone Glycerin Acetal,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Menthyl Lactate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Methoxyphenylimino Dimethylcyclohexenyl Ethyl Glycinate,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Methyl Methacrylate/PEG/PPG-4/3 Methacrylate Crosspolymer,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Methyl Trimethicone,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Methylparaben,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Mica,mineral,0,0,Machinery,medium,1
Micrococcus Lysate,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Microcrystalline Wax,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Morus Alba Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Myristoyl Nonapeptide-3,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Myristyl Myristate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Myrothamnus Flabellifolia Leaf/Stem Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Neopentyl Glycol Dicaprylate/Dicaprate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
New on INCIDecoder,unknown,0.097943875,0.29383162453753187,"Industries, Chemicals & fertilisers, Transport",medium,3
Niacinamide,synthetic vitamin,0.14825079365079366,0.2965015873015873,"Enteric Fermentation, Aviation ",medium,2
Nigella Sativa Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Nordihydroguaiaretic Acid,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Ocimum Sanctum Leaf Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Octyldodecanol,synthetic fatty alcohol,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Octyldodecyl Neopentanoate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Olea Europaea Fruit Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Oleic Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Opuntia Ficus-Indica Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Opuntia Ficus-Indica Stem Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Oryza Sativa Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Palmitic Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Dipeptide-5 Diaminohydroxybutyrate,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Hexapeptide-12,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Pentapeptide-4,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Tetrapeptide-7,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Tripeptide-1,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Tripeptide-38,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Palmitoyl Tripeptide-5,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Panax Ginseng Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Panthenol,synthetic vitamin,0.14825079365079366,0.2965015873015873,"Enteric Fermentation, Aviation ",medium,2
Parabens,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Paraffinum Liquidum,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Parfum/Fragrance,synthetic fragrance compound,0.034685379,0.10405613613704343,"Chemicals & fertilisers, Petroleum, Industries",high,3
Pca,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
PEG-10 Dimethicone,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
PEG-100 Stearate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
PEG-150 Distearate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
PEG-150 Pentaerythrityl Tetrastearate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
PEG-40 Hydrogenated Castor Oil,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
PEG-55 Propylene Glycol Oleate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
PEG/PPG-18/18 Dimethicone,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Pelargonium Graveolens Flower Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate,synthetic antioxidant,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Pentaerythrityl Tetraethylhexanoate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Pentylene Glycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Perilla Ocymoides Seed Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Persea Gratissima Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Petrolatum,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Phenoxyethanol,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Phenyl Trimethicone,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Phenylalanine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Phospholipids,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Phytic Acid,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Phytosteryl Canola Glycerides,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Phytosteryl Sunflowerseedate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Pistacia Lentiscus Gum,plant resin,-0.148010373,-3.256228213,"Residential, Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Fish processing, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Food Processing, Beverages and Tobacco",medium,22
Plankton Extract,marine plankton,0.00688966,0.055117278,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Machinery",medium,8
Polyacrylamide,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polyacrylate Crosspolymer-6,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polybutene,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Polyethylene,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Polyglutamic Acid,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
